date,outflow(m3/d),avg_temp(C)
2017-08-12,213977145.1392,18.27
2017-08-13,200031687.47520003,18.44
2017-08-14,204802501.9392,18.0
2017-08-15,202233601.8432,18.13
2017-08-16,203799407.616,18.8
2017-08-17,196826678.784,18.61
2017-08-18,198294621.696,18.32
2017-08-19,189217841.3568,18.51
2017-08-20,168544312.0128,19.8
2017-08-21,173559783.6288,19.7
2017-08-22,194257778.688,19.02
2017-08-23,192838767.2064,18.64
2017-08-24,189486964.224,18.19
2017-08-25,184789546.9056,17.92
2017-08-26,188801924.1984,18.6
2017-08-27,208374496.3584,18.19
2017-08-28,216717305.2416,17.35
2017-08-29,237170643.1488,17.01
2017-08-30,234210291.6096,17.1
2017-08-31,241011760.4352,16.92
2017-09-01,240962829.0048,16.9
2017-09-02,240987294.72,17.02
2017-09-03,234308154.4704,16.6
2017-09-04,240326720.4096,16.63
2017-09-05,239323626.0864,17.07
2017-09-06,249134377.8816,17.32
2017-09-07,255813518.1312,17.3
2017-09-08,246932463.5136,16.96
2017-09-09,226381262.7456,16.19
2017-09-10,219212808.192,16.32
2017-09-11,224619731.2512,16.82
2017-09-12,220509491.09759995,16.48
2017-09-13,223543239.7824,16.63
2017-09-14,209744576.4096,16.9
2017-09-15,197315993.088,16.81
2017-09-16,183541795.4304,16.52
2017-09-17,171822717.84960002,15.84
2017-09-18,180238923.8784,15.5
2017-09-19,179089035.264,15.65
2017-09-20,192643041.48479995,15.98
2017-09-21,185474586.9312,15.86
2017-09-22,192300521.472,15.7
2017-09-23,195774653.03039995,15.48
2017-09-24,207444799.1808,14.94
2017-09-25,215567416.6272,14.73
2017-09-26,216105662.3616,14.77
2017-09-27,216815168.10240003,14.77
2017-09-28,213316570.8288,14.63
2017-09-29,213389967.9744,14.55
2017-09-30,190269867.1104,14.51
2017-10-01,144249856.8192,14.43
2017-10-02,132653107.8144,14.72
2017-10-03,135515596.4928,14.53
2017-10-04,144739171.12319997,14.49
2017-10-05,142806379.62240002,14.42
2017-10-06,145717799.7312,14.24
2017-10-07,136641019.39200002,14.01
2017-10-08,132359519.232,13.69
2017-10-09,133044559.2576,13.44
2017-10-10,129203441.9712,12.43
2017-10-11,135222007.9104,13.15
2017-10-12,135050747.904,12.77
2017-10-13,131405356.3392,12.49
2017-10-14,137008005.11999995,12.1
2017-10-15,140579999.5392,11.93
2017-10-16,148506891.264,11.63
2017-10-17,154256334.336,11.28
2017-10-18,144959362.56,10.65
2017-10-19,153228774.2976,10.89
2017-10-20,155797674.3936,10.65
2017-10-21,155014771.5072,10.2
2017-10-22,144641308.26239997,10.48
2017-10-23,151907625.6768,10.3
2017-10-24,146843222.6304,10.26
2017-10-25,147577194.0864,10.18
2017-10-26,151149188.5056,9.86
2017-10-27,142586188.1856,9.86
2017-10-28,131870204.928,9.98
2017-10-29,124799613.2352,10.05
2017-10-30,125533584.69120002,9.89
2017-10-31,118511924.4288,9.77
2017-11-01,112640152.7808,9.77
2017-11-02,115257984.3072,9.57
2017-11-03,103098523.8528,9.24
2017-11-04,110218046.976,8.98
2017-11-05,144347719.68,8.57
2017-11-06,174318220.79999998,8.47
2017-11-07,191297427.1488,8.39
2017-11-08,199224318.8736,8.28
2017-11-09,199004127.4368,8.08
2017-11-10,181193086.7712,8.0
2017-11-11,148017576.96,7.8
2017-11-12,125802707.5584,7.72
2017-11-13,122377507.4304,7.68
2017-11-14,123258273.1776,7.48
2017-11-15,122426438.8608,7.09
2017-11-16,126145227.5712,6.89
2017-11-17,118193870.1312,6.86
2017-11-18,125337858.96959998,6.54
2017-11-19,133925325.0048,6.6
2017-11-20,146671962.624,6.51
2017-11-21,159540928.81919998,6.22
2017-11-22,150121628.4672,6.23
2017-11-23,156409317.2736,6.29
2017-11-24,154476525.7728,6.07
2017-11-25,154892442.9312,6.02
2017-11-26,164654263.296,6.02
2017-11-27,185988366.9504,6.04
2017-11-28,187725432.7296,6.08
2017-11-29,201010316.0832,6.08
2017-11-30,206979950.592,6.15
2017-12-01,197315993.088,6.21
2017-12-02,201108178.944,6.18
2017-12-03,199273250.304,6.14
2017-12-04,190343264.256,5.88
2017-12-05,206172581.9904,5.75
2017-12-06,211750765.056,5.71
2017-12-07,206050253.4144,5.71
2017-12-08,224448471.2448,5.61
2017-12-09,213830350.848,5.57
2017-12-10,208203236.352,5.51
2017-12-11,209010604.95360005,5.43
2017-12-12,206735293.44,5.37
2017-12-13,227971534.2336,5.21
2017-12-14,227286494.208,5.15
2017-12-15,214099473.71520004,5.18
2017-12-16,206490636.288,5.28
2017-12-17,201964478.976,5.35
2017-12-18,215469553.7664,5.19
2017-12-19,216570510.9504,5.07
2017-12-20,226307865.6,4.82
2017-12-21,236901520.2816,4.47
2017-12-22,222613542.6048,4.6
2017-12-23,246247423.488,4.26
2017-12-24,227947068.5184,4.23
2017-12-25,226650385.61280003,4.19
2017-12-26,236192014.5408,4.0
2017-12-27,228069397.0944,3.9
2017-12-28,226258934.1696,3.74
2017-12-29,219286205.3376,3.63
2017-12-30,203089901.8752,3.69
2017-12-31,201670890.39360005,3.45
2018-01-01,189144444.21120003,3.57
2018-01-02,206001321.984,3.19
2018-01-03,205218419.0976,3.22
2018-01-04,206931019.1616,3.16
2018-01-05,254394506.64960003,3.28
2018-01-06,292071708.0576,3.5
2018-01-07,296744659.66080004,3.69
2018-01-08,279349536.15360004,3.62
2018-01-09,285686156.3904,3.54
2018-01-10,291582393.7536,3.55
2018-01-11,277588004.65919995,3.7
2018-01-12,267972978.5856,3.75
2018-01-13,252559578.0096,3.75
2018-01-14,232326431.5392,3.84
2018-01-15,237513163.1616,3.77
2018-01-16,235115523.072,3.8
2018-01-17,237953546.0352,3.75
2018-01-18,241892526.1824,3.66
2018-01-19,246149560.6272,3.58
2018-01-20,234210291.6096,3.72
2018-01-21,229219285.7088,3.75
2018-01-22,231347802.9312,3.76
2018-01-23,226136605.5936,3.75
2018-01-24,232913608.704,3.7
2018-01-25,245733643.4688,3.72
2018-01-26,258260089.6512,3.75
2018-01-27,258235623.936,3.65
2018-01-28,250382129.3568,3.64
2018-01-29,244950740.5824,3.63
2018-01-30,247911092.1216,3.65
2018-01-31,254272178.0736,3.63
2018-02-01,260413072.5888,3.63
2018-02-02,245464520.6016,3.71
2018-02-03,248106817.8432,3.69
2018-02-04,243458331.95520005,3.71
2018-02-05,256229435.2896,3.67
2018-02-06,248620597.8624,3.65
2018-02-07,243507263.3856,3.69
2018-02-08,242039320.47360003,3.78
2018-02-09,248155749.27360004,3.7
2018-02-10,261489564.0576,3.57
2018-02-11,265868927.0784,3.46
2018-02-12,261367235.4816,3.38
2018-02-13,271569438.72,3.37
2018-02-14,271569438.72,3.37
2018-02-15,270957795.84,3.25
2018-02-16,273110778.7776,3.14
2018-02-17,279104879.0016,2.92
2018-02-18,287178565.0176,2.81
2018-02-19,286077607.83360004,2.57
2018-02-20,285441499.23840004,2.38
2018-02-21,280059041.89439994,2.33
2018-02-22,278199647.53919995,2.27
2018-02-23,288279522.2016,2.06
2018-02-24,283704433.4592,2.09
2018-02-25,268095307.1616,2.05
2018-02-26,235996288.8192,2.23
2018-02-27,243972111.9744,2.42
2018-02-28,242063786.1888,2.24
2018-03-01,245122000.5888,2.23
2018-03-02,229977722.88,2.32
2018-03-03,206661896.2944,2.43
2018-03-04,194991750.144,2.61
2018-03-05,194062052.9664,2.67
2018-03-06,203481353.3184,2.85
2018-03-07,200887987.5072,3.08
2018-03-08,206564033.4336,3.13
2018-03-09,208643619.2256,3.23
2018-03-10,211701833.6256,3.25
2018-03-11,200594398.9248,3.3
2018-03-12,207126744.8832,3.4
2018-03-13,203407956.1728,3.54
2018-03-14,195970378.752,3.64
2018-03-15,198808401.7152,3.73
2018-03-16,191811207.168,3.85
2018-03-17,204215324.77440003,3.92
2018-03-18,206197047.7056,4.06
2018-03-19,211506107.904,4.15
2018-03-20,193597204.3776,4.18
2018-03-21,205976856.2688,4.22
2018-03-22,204826967.6544,4.34
2018-03-23,204288721.92,4.27
2018-03-24,207860716.3392,4.17
2018-03-25,205927924.8384,4.14
2018-03-26,212827256.5248,4.15
2018-03-27,206099184.8448,4.22
2018-03-28,203310093.312,4.24
2018-03-29,192716438.6304,4.32
2018-03-30,164629797.58080003,4.63
2018-03-31,173853372.21119997,4.74
2018-04-01,168544312.0128,4.68
2018-04-02,170036720.64000002,4.69
2018-04-03,165608426.18879998,4.71
2018-04-04,159785585.9712,4.81
2018-04-05,162403417.4976,4.9
2018-04-06,162917197.51680002,5.0
2018-04-07,167883737.7024,4.89
2018-04-08,166073274.7776,4.93
2018-04-09,167296560.53759998,5.07
2018-04-10,163846894.69439998,4.99
2018-04-11,170868554.9568,5.1
2018-04-12,163675634.68800002,5.2
2018-04-13,166782780.5184,5.23
2018-04-14,177865749.504,5.38
2018-04-15,180336786.7392,5.48
2018-04-16,189633758.5152,5.6
2018-04-17,183052481.1264,5.55
2018-04-18,200031687.47520003,5.65
2018-04-19,200692261.7856,5.84
2018-04-20,212533667.94240004,5.96
2018-04-21,216105662.3616,6.25
2018-04-22,222197625.4464,6.49
2018-04-23,208521290.6496,6.63
2018-04-24,214441993.728,7.0
2018-04-25,223469842.6368,7.3
2018-04-26,230418105.7536,7.58
2018-04-27,237170643.1488,7.7
2018-04-28,250528923.648,7.7
2018-04-29,280450493.3376,7.76
2018-04-30,299705011.2,7.82
2018-05-01,313259017.4208,7.93
2018-05-02,318054297.6,8.08
2018-05-03,336207858.27839994,7.84
2018-05-04,355682567.5776,8.42
2018-05-05,376478425.4976,8.84
2018-05-06,395439354.7776001,9.01
2018-05-07,427440510.2592,9.2
2018-05-08,449557516.8,9.28
2018-05-09,493302215.5776,9.38
2018-05-10,528777502.6176,9.18
2018-05-11,529168954.0608,9.43
2018-05-12,534282288.5376,9.53
2018-05-13,559653235.2,9.65
2018-05-14,590944884.9408,9.96
2018-05-15,614187314.3808,10.07
2018-05-16,633368435.0976,10.18
2018-05-17,653014404.4032,10.16
2018-05-18,663950579.0976,9.9
2018-05-19,676892942.4384,9.65
2018-05-20,666397150.6176,9.91
2018-05-21,656488535.9616,10.41
2018-05-22,664757947.6991999,10.68
2018-05-23,670067007.8975999,10.85
2018-05-24,680342608.2816,11.0
2018-05-25,681272305.4591999,11.12
2018-05-26,678825733.9391999,11.53
2018-05-27,680660662.5791999,11.87
2018-05-28,688416294.2975999,12.4
2018-05-29,660158393.2416,12.03
2018-05-30,656610864.5375999,12.33
2018-05-31,642640941.1584,12.88
2018-06-01,626224446.2592,12.73
2018-06-02,611349291.4176,12.46
2018-06-03,591654390.6816001,12.92
2018-06-04,583311581.7984,12.96
2018-06-05,570760669.9008,13.19
2018-06-06,557818306.56,13.35
2018-06-07,535187520.0,13.2
2018-06-08,502060941.6192,13.32
2018-06-09,452199814.0416,13.38
2018-06-10,438352219.2384,12.99
2018-06-11,410730426.7776,12.7
2018-06-12,416528801.28,12.65
2018-06-13,380148282.7776,12.48
2018-06-14,376967739.8016,12.4
2018-06-15,372808568.2175999,12.93
2018-06-16,356783524.7616,13.39
2018-06-17,347217430.11840004,13.89
2018-06-18,340171304.1408,14.18
2018-06-19,335889803.9808,14.42
2018-06-20,339045881.24160004,14.46
2018-06-21,350373507.37920004,14.45
2018-06-22,360061930.59839994,14.93
2018-06-23,402656740.7616,15.23
2018-06-24,392870454.6816,15.43
2018-06-25,385750931.5584,15.43
2018-06-26,398791157.76,15.37
2018-06-27,402461015.04,15.71
2018-06-28,393482097.5616,15.6
2018-06-29,364441293.6192,15.02
2018-06-30,357908947.66080004,15.29
2018-07-01,342324287.0784,15.14
2018-07-02,336207858.27839994,15.0
2018-07-03,324684506.41920006,15.5
2018-07-04,335694078.2592,15.8
2018-07-05,344257078.5792,15.96
2018-07-06,331510440.96,15.81
2018-07-07,328550089.4208,15.66
2018-07-08,314996083.2,15.95
2018-07-09,321112512.0,16.51
2018-07-10,315925780.3776,16.3
2018-07-11,317246928.9983999,16.41
2018-07-12,311521951.6416,17.08
2018-07-13,311644280.2176,17.35
2018-07-14,308683928.6784,17.21
2018-07-15,308365874.3808,17.95
2018-07-16,294298088.1408,17.82
2018-07-17,289918725.12,17.43
2018-07-18,267385801.4208,17.06
2018-07-19,274505324.544,17.5
2018-07-20,271936424.44799995,17.47
2018-07-21,267385801.4208,17.63
2018-07-22,258504746.8032,18.63
2018-07-23,277294416.07680005,19.03
2018-07-24,278811290.41919994,18.31
2018-07-25,266798624.256,18.65
2018-07-26,273306504.4992,19.0
2018-07-27,274945707.4176,18.53
2018-07-28,273820284.51839995,18.2
2018-07-29,273404367.36,18.36
2018-07-30,263715944.14080003,18.26
2018-07-31,265868927.0784,18.08
2018-08-01,243384934.8096,18.06
2018-08-02,257844172.49280003,18.06
2018-08-03,249207775.0272,17.87
2018-08-04,255446532.4032,19.31
2018-08-05,251213963.6736,19.6
2018-08-06,261758686.9248,19.02
2018-08-07,258186692.5056,18.29
2018-08-08,255789052.416,18.44
2018-08-09,264229724.16,18.73
2018-08-10,257844172.49280003,18.37
2018-08-11,239910803.2512,18.0
2018-08-12,244314631.9872,18.38
2018-08-13,240228857.5488,18.85
2018-08-14,242210580.48,18.9
2018-08-15,248327009.28,18.53
2018-08-16,252681906.5856,18.6
2018-08-17,250773580.8,18.45
2018-08-18,243336003.3792,17.64
2018-08-19,250113006.4896,17.75
2018-08-20,251507552.256,17.85
2018-08-21,249330103.6032,17.21
2018-08-22,255079546.6752,16.84
2018-08-23,253097823.744,16.62
2018-08-24,242112717.6192,16.52
2018-08-25,213977145.1392,17.17
2018-08-26,196043775.8976,17.17
2018-08-27,206074719.1296,17.14
2018-08-28,201010316.0832,16.91
2018-08-29,193254684.3648,16.78
2018-08-30,194844955.8528,16.38
2018-08-31,196997938.79040003,16.49
2018-09-01,194747092.992,16.77
2018-09-02,186453215.5392,16.69
2018-09-03,194967284.4288,16.88
2018-09-04,187309515.5712,16.59
2018-09-05,199542373.1712,16.74
2018-09-06,203310093.312,16.75
2018-09-07,192496247.1936,16.49
2018-09-08,179456020.99199998,16.31
2018-09-09,170256912.0768,16.68
2018-09-10,161571583.18080002,16.4
2018-09-11,171480197.8368,16.48
2018-09-12,177718955.2128,16.45
2018-09-13,171749320.704,16.12
2018-09-14,174734137.9584,15.05
2018-09-15,164385140.4288,14.65
2018-09-16,159589860.2496,15.44
2018-09-17,169645269.19680002,15.68
2018-09-18,170917486.38720003,15.63
2018-09-19,168348586.2912,15.41
2018-09-20,164140483.27679998,15.32
2018-09-21,169963323.4944,15.3
2018-09-22,179774075.28960004,15.08
2018-09-23,190587921.408,14.56
2018-09-24,197560650.24,14.78
2018-09-25,201059247.5136,14.85
2018-09-26,201524096.1024,14.78
2018-09-27,193572738.6624,14.79
2018-09-28,187872227.0208,14.7
2018-09-29,163161854.6688,14.41
2018-09-30,135173076.48,14.23
2018-10-01,143369091.072,14.57
2018-10-02,129790619.13599998,14.08
2018-10-03,150635408.4864,13.85
2018-10-04,149363191.29599997,13.75
2018-10-05,146451771.1872,13.41
2018-10-06,146035854.0288,13.44
2018-10-07,156238057.2672,13.2
2018-10-08,177841283.7888,13.23
2018-10-09,174611809.3824,13.07
2018-10-10,177156243.7632,12.86
2018-10-11,168446449.15199998,12.6
2018-10-12,167174231.96159998,12.52
2018-10-13,156238057.2672,12.28
2018-10-14,132946696.3968,11.95
2018-10-15,140139616.6656,11.83
2018-10-16,140017288.0896,11.75
2018-10-17,158733560.21759996,11.64
2018-10-18,161375857.4592,11.48
2018-10-19,170379240.6528,11.36
2018-10-20,180189992.448,11.28
2018-10-21,183346069.7088,11.18
2018-10-22,192667507.2,11.06
2018-10-23,200276344.6272,10.97
2018-10-24,194869421.568,11.02
2018-10-25,200129550.33600003,10.94
2018-10-26,204533379.072,10.95
2018-10-27,193964190.1056,10.78
2018-10-28,171357869.2608,10.65
2018-10-29,177033915.18719998,10.65
2018-10-30,179676212.42880002,10.6
2018-10-31,172336497.86879998,10.49
2018-11-01,169914392.064,10.38
2018-11-02,168324120.57599998,10.13
2018-11-03,186159626.9568,9.83
2018-11-04,158586765.9264,9.68
2018-11-05,185621381.22240004,9.59
2018-11-06,172238635.00800002,9.48
2018-11-07,157412411.5968,9.42
2018-11-08,160813146.0096,9.13
2018-11-09,156923097.2928,8.95
2018-11-10,161253528.8832,8.9
2018-11-11,156091262.976,8.73
2018-11-12,158121917.3376,8.64
2018-11-13,157216685.8752,8.48
2018-11-14,168226257.7152,8.26
2018-11-15,173510852.19840002,8.0
2018-11-16,174195892.224,7.58
2018-11-17,163259717.5296,7.15
2018-11-18,162403417.4976,7.21
2018-11-19,167785874.8416,7.35
2018-11-20,171333403.54560003,7.37
2018-11-21,177351969.48479998,7.35
2018-11-22,168740037.73439997,7.43
2018-11-23,159296271.6672,7.47
2018-11-24,169620803.4816,7.27
2018-11-25,172434360.7296,7.1
2018-11-26,177914680.9344,7.14
2018-11-27,188434938.4704,6.8
2018-11-28,180826101.0432,6.47
2018-11-29,176471203.7376,6.43
2018-11-30,192324987.1872,6.41
2018-12-01,184324698.31680003,6.62
2018-12-02,175174520.83200002,6.75
2018-12-03,183125878.272,6.72
2018-12-04,196606487.3472,6.45
2018-12-05,222393351.168,6.18
2018-12-06,201670890.39360005,6.08
2018-12-07,206759759.1552,5.86
2018-12-08,184593821.184,5.96
2018-12-09,196924541.6448,5.84
2018-12-10,198857333.1456,5.78
2018-12-11,201891081.8304,5.61
2018-12-12,206001321.984,5.49
2018-12-13,212411339.3664,5.35
2018-12-14,218087385.2928,5.31
2018-12-15,218478836.736,5.38
2018-12-16,213267639.3984,5.29
2018-12-17,227971534.2336,5.2
2018-12-18,234259223.04,5.13
2018-12-19,228460848.53759995,5.08
2018-12-20,234283688.7552,4.96
2018-12-21,228044931.3792,4.83
2018-12-22,199053058.8672,4.62
2018-12-23,161865171.7632,4.72
2018-12-24,178232735.232,4.63
2018-12-25,164311743.2832,4.72
2018-12-26,172116306.43199998,4.65
2018-12-27,171504663.552,4.66
2018-12-28,186061764.096,4.46
2018-12-29,165437166.18240002,4.4
2018-12-30,188704061.3376,4.34
2018-12-31,203726010.4704,4.02
2019-01-01,197193664.512,4.06
2019-01-02,208252167.7824,4.01
2019-01-03,193597204.3776,4.17
2019-01-04,205512007.68,4.14
2019-01-05,221659379.712,4.09
2019-01-06,233500785.8688,4.25
2019-01-07,240522446.1312,4.08
2019-01-08,243996577.6896,3.89
2019-01-09,234381551.616,3.9
2019-01-10,242553100.4928,3.87
2019-01-11,238809846.0672,3.95
2019-01-12,220680751.104,3.95
2019-01-13,179407089.5616,4.0
2019-01-14,188337075.6096,3.84
2019-01-15,180287855.3088,3.78
2019-01-16,178281666.66240004,3.64
2019-01-17,177718955.2128,3.57
2019-01-18,180703772.4672,3.68
2019-01-19,191909070.0288,3.87
2019-01-20,211041259.31520003,3.98
2019-01-21,216790702.3872,3.89
2019-01-22,224693128.3968,3.65
2019-01-23,221121133.9776,3.62
2019-01-24,218821356.7488,3.62
2019-01-25,204141927.6288,3.77
2019-01-26,218062919.5776,3.71
2019-01-27,197756375.9616,3.87
2019-01-28,213512296.5504,3.53
2019-01-29,207493730.6112,3.53
2019-01-30,202992039.0144,3.44
2019-01-31,210821067.8784,3.4
2019-02-01,199468976.0256,3.48
2019-02-02,184887409.7664,3.57
2019-02-03,164531934.72,3.64
2019-02-04,161596048.896,3.33
2019-02-05,165094646.1696,2.97
2019-02-06,164654263.296,2.76
2019-02-07,173584249.344,2.54
2019-02-08,178991172.40319997,2.65
2019-02-09,172067375.0016,2.65
2019-02-10,176764792.32,2.41
2019-02-11,174269289.3696,2.5
2019-02-12,180018732.44159997,2.4
2019-02-13,175786163.71199998,2.43
2019-02-14,189438032.7936,2.18
2019-02-15,179260295.2704,2.24
2019-02-16,183859849.728,2.27
2019-02-17,181657935.36,2.38
2019-02-18,183321603.9936,2.27
2019-02-19,189266772.78720003,2.19
2019-02-20,192324987.1872,2.19
2019-02-21,187603104.15360004,2.29
2019-02-22,187260584.14080003,2.15
2019-02-23,151124722.7904,2.29
2019-02-24,125093201.8176,2.13
2019-02-25,135001816.4736,1.94
2019-02-26,130940507.7504,1.99
2019-02-27,138573810.89279997,1.86
2019-02-28,134830556.46719998,1.88
2019-03-01,131209630.61760002,1.95
2019-03-02,160592954.57279998,1.88
2019-03-03,174195892.224,1.68
2019-03-04,177792352.35840002,1.66
2019-03-05,184716149.76,1.7
2019-03-06,180336786.7392,1.76
2019-03-07,175394712.2688,1.76
2019-03-08,158586765.9264,1.87
2019-03-09,126340953.2928,1.83
2019-03-10,121178687.3856,1.82
2019-03-11,136225102.2336,1.58
2019-03-12,109019226.9312,1.65
2019-03-13,122720027.4432,2.0
2019-03-14,134390173.59359998,1.93
2019-03-15,144225391.104,1.96
2019-03-16,129888481.9968,2.26
2019-03-17,124603887.5136,2.78
2019-03-18,125753776.128,2.85
2019-03-19,127833361.92,3.0
2019-03-20,124506024.6528,3.16
2019-03-21,106132272.5376,3.48
2019-03-22,128934319.104,3.28
2019-03-23,115698367.1808,3.75
2019-03-24,113790041.3952,3.88
2019-03-25,115845161.472,3.94
2019-03-26,115722832.89599998,4.01
2019-03-27,138842933.76000002,3.66
2019-03-28,136689950.82239997,3.8
2019-03-29,138794002.32959998,4.1
2019-03-30,131747876.352,4.51
2019-03-31,103294249.5744,4.67
2019-04-01,123723121.7664,5.15
2019-04-02,111906181.3248,5.0
2019-04-03,116456804.352,5.1
2019-04-04,123453998.8992,5.59
2019-04-05,128811990.528,5.74
2019-04-06,112786947.072,5.61
2019-04-07,114230424.26879998,5.63
2019-04-08,133166887.83359998,5.96
2019-04-09,123258273.1776,6.24
2019-04-10,134634830.7456,5.75
2019-04-11,155528551.5264,6.68
2019-04-12,160690817.4336,6.74
2019-04-13,146769825.4848,6.66
2019-04-14,152348008.5504,6.7
2019-04-15,157216685.8752,6.6
2019-04-16,145913525.4528,6.41
2019-04-17,135222007.9104,6.67
2019-04-18,158562300.2112,6.62
2019-04-19,146378374.0416,6.55
2019-04-20,160225968.84479997,6.72
2019-04-21,160764214.5792,6.8
2019-04-22,168177326.2848,6.88
2019-04-23,173706577.92000002,7.05
2019-04-24,192520712.9088,7.3
2019-04-25,190710249.98400003,7.55
2019-04-26,216717305.2416,8.07
2019-04-27,218062919.5776,8.09
2019-04-28,234308154.4704,8.34
2019-04-29,224203814.0928,8.19
2019-04-30,221194531.1232,7.98
2019-05-01,214441993.728,8.04
2019-05-02,211310382.1824,8.1
2019-05-03,203138833.3056,8.2
2019-05-04,206979950.592,8.13
2019-05-05,205145021.952,8.14
2019-05-06,213781419.4176,8.42
2019-05-07,217940591.0016,8.78
2019-05-08,225524962.7136,9.01
2019-05-09,235017660.2112,9.27
2019-05-10,246736737.792,9.66
2019-05-11,251556483.6864,10.07
2019-05-12,273208641.6384,10.48
2019-05-13,279325070.43840003,10.7
2019-05-14,284829856.35840005,10.81
2019-05-15,297967945.42080003,10.93
2019-05-16,315509863.2192,11.55
2019-05-17,321528429.1584,11.43
2019-05-18,334152738.2016,11.15
2019-05-19,320403006.2592,10.74
2019-05-20,319375446.2208,10.53
2019-05-21,318861666.2016,10.58
2019-05-22,313063291.6992,10.37
2019-05-23,301124022.68160003,10.26
2019-05-24,283802296.32000005,10.48
2019-05-25,289307082.23999995,10.7
2019-05-26,309295571.5584,10.94
2019-05-27,306751137.1776,11.3
2019-05-28,299289094.0416,11.82
2019-05-29,312451648.8191999,12.25
2019-05-30,312255923.0976,12.43
2019-05-31,311326225.92,12.58
2019-06-01,325100423.5776,13.05
2019-06-02,319595637.6576,13.22
2019-06-03,324268589.2608,13.19
2019-06-04,307044725.76,13.29
2019-06-05,296548933.9392,13.78
2019-06-06,293906636.69759995,13.89
2019-06-07,293172665.24160004,13.44
2019-06-08,291655790.8992,13.07
2019-06-09,316317231.8208,13.36
2019-06-10,321724154.88,12.96
2019-06-11,316635286.1184,12.98
2019-06-12,279422933.2992,13.86
2019-06-13,282897064.8576,14.51
2019-06-14,284731993.4976,14.6
2019-06-15,283386379.1616,15.13
2019-06-16,279936713.3184,16.09
2019-06-17,274211735.96159995,16.41
2019-06-18,288401850.77759993,16.5
2019-06-19,286811579.2896,16.43
2019-06-20,284511802.0608,16.95
2019-06-21,272890587.34080005,16.95
2019-06-22,280034576.1792,16.79
2019-06-23,265795529.9328,16.09
2019-06-24,264107395.584,15.82
2019-06-25,254272178.0736,16.03
2019-06-26,248155749.27360004,15.9
2019-06-27,251385223.68,15.42
2019-06-28,246492080.64,15.46
2019-06-29,251140566.52800003,15.48
2019-06-30,248204680.70400003,15.12
2019-07-01,245831506.3296,15.45
2019-07-02,243507263.3856,15.86
2019-07-03,245537917.7472,15.8
2019-07-04,238467326.0544,15.21
2019-07-05,245391123.456,15.0
2019-07-06,237757820.3136,15.82
2019-07-07,242553100.4928,16.78
2019-07-08,243238140.5184,17.01
2019-07-09,230736160.0512,16.67
2019-07-10,235360180.224,16.15
2019-07-11,224790991.2576,15.75
2019-07-12,218258645.2992,16.49
2019-07-13,222515679.744,17.07
2019-07-14,239886337.536,16.62
2019-07-15,240571377.5616,16.65
2019-07-16,246271889.2032,16.99
2019-07-17,232913608.704,16.31
2019-07-18,224570799.8208,15.48
2019-07-19,235458043.0848,16.06
2019-07-20,228925697.1264,17.0
2019-07-21,241941457.6128,17.1
2019-07-22,248375940.7104,16.78
2019-07-23,238247134.6176,16.93
2019-07-24,238883243.2128,17.12
2019-07-25,228656574.25919995,17.23
2019-07-26,249721555.0464,17.75
2019-07-27,253024426.59840003,16.91
2019-07-28,258822801.1008,17.18
2019-07-29,259532306.8416,18.3
2019-07-30,253562672.3328,17.66
2019-07-31,250455526.5024,16.52
2019-08-01,249012049.3056,16.43
2019-08-02,246247423.488,16.71
2019-08-03,228387451.392,15.71
2019-08-04,200887987.5072,17.06
2019-08-05,196435227.3408,18.29
2019-08-06,193034492.92800003,18.37
2019-08-07,191982467.1744,17.94
2019-08-08,203995133.3376,18.57
2019-08-09,203921736.192,18.68
2019-08-10,206906553.4464,18.19
2019-08-11,197389390.2336,17.4
2019-08-12,208741482.0864,18.07
2019-08-13,209646713.5488,18.36
2019-08-14,211114656.4608,18.26
2019-08-15,205707733.4016,18.75
2019-08-16,211188053.6064,19.03
2019-08-17,212582599.3728,18.88
2019-08-18,211897559.3472,18.62
2019-08-19,209108467.8144,18.33
2019-08-20,209157399.2448,17.34
2019-08-21,208056442.0608,17.27
2019-08-22,207860716.3392,17.76
2019-08-23,216130128.0768,18.72
2019-08-24,199615770.31680003,18.69
2019-08-25,176544600.88320002,18.47
2019-08-26,183297138.2784,18.71
2019-08-27,177718955.2128,18.84
2019-08-28,183370535.424,18.85
2019-08-29,172238635.00800002,18.23
2019-08-30,178648652.39039996,18.4
2019-08-31,170036720.64000002,17.81
2019-09-01,171578060.69759998,17.09
2019-09-02,171162143.53919998,18.33
2019-09-03,176666929.4592,18.85
2019-09-04,177425366.63039997,18.98
2019-09-05,171235540.68479997,18.98
2019-09-06,174832000.81919998,18.94
2019-09-07,167590149.11999995,18.23
2019-09-08,150121628.4672,17.3
2019-09-09,162794868.9408,17.98
2019-09-10,169547406.336,18.12
2019-09-11,175492575.12960002,18.01
2019-09-12,182147249.664,17.84
2019-09-13,170966417.81759998,17.7
2019-09-14,147381468.3648,17.64
2019-09-15,121937124.5568,17.55
2019-09-16,132408450.6624,17.3
2019-09-17,124921941.8112,16.65
2019-09-18,128591799.0912,17.02
2019-09-19,141607559.5776,17.15
2019-09-20,146843222.6304,17.19
2019-09-21,137081402.2656,17.26
2019-09-22,133509407.84640002,17.31
2019-09-23,134439105.024,17.18
2019-09-24,145399745.43359998,16.9
2019-09-25,134952885.0432,16.61
2019-09-26,143320159.64159998,16.62
